gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
TOP2A,FH,TOP2|TP2A,HLRCC|LRCC|MCL|MCUL1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,CHEK1,TOP3|ZGRF7,CHK1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,BRCA2,TOP3|ZGRF7,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,WEE1,TOP3|ZGRF7,WEE1A|WEE1hu,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,PALB2,TOP3|ZGRF7,FANCN|PNCA3,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,RAD17,TOP3|ZGRF7,CCYC|HRAD17|R24L|RAD17SP|RAD24,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,LLGL1,TOP3|ZGRF7,DLG4|HUGL|HUGL-1|HUGL1|LLGL,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,MSH2,TOP3|ZGRF7,COCA1|FCC1|HNPCC|HNPCC1|LCFS2,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,NF1,TOP3|ZGRF7,NFNS|VRNF|WSS,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,RPS11,TOP3|ZGRF7,S11,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,CDC73,TOP3|ZGRF7,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,CDC6,TOP3|ZGRF7,CDC18L|HsCDC18|HsCDC6,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,MAP3K4,TOP3|ZGRF7,MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,TTN,TOP3|ZGRF7,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
TOP3A,FH,TOP3|ZGRF7,HLRCC|LRCC|MCL|MCUL1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: TOP1,TOP2A,TOP3A triple mutant|Drug: irinotecan|HeLa cervical cancer cell line",synthetic lethality
DHFR,CDC73,DHFRP1|DYR,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: methotrexate|HeLa cervical cancer cell line,synthetic lethality
DHFR,CHEK1,DHFRP1|DYR,CHK1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: methotrexate|HeLa cervical cancer cell line,synthetic lethality
DHFR,WEE1,DHFRP1|DYR,WEE1A|WEE1hu,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: methotrexate|HeLa cervical cancer cell line,synthetic lethality
WEE1,CHEK1,WEE1A|WEE1hu,CHK1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,CDC73,WEE1A|WEE1hu,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,TTN,WEE1A|WEE1hu,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,RB1,WEE1A|WEE1hu,OSRC|PPP1R130|RB|p105-Rb|pRb|pp110,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,ING4,WEE1A|WEE1hu,p29ING4,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,FZR1,WEE1A|WEE1hu,CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,WRN,WEE1A|WEE1hu,RECQ3|RECQL2|RECQL3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,BLM,WEE1A|WEE1hu,BS|RECQ2|RECQL2|RECQL3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,ATAD5,WEE1A|WEE1hu,C17orf41|ELG1|FRAG1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,BRD4,WEE1A|WEE1hu,CAP|HUNK1|HUNKI|MCAP,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,FH,WEE1A|WEE1hu,HLRCC|LRCC|MCL|MCUL1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,WEE1,WEE1A|WEE1hu,WEE1A|WEE1hu,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,CDKN1B,WEE1A|WEE1hu,CDKN4|KIP1|MEN1B|MEN4|P27KIP1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,XRCC3,WEE1A|WEE1hu,CMM6,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,CDK12,WEE1A|WEE1hu,CRK7|CRKR|CRKRS,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
WEE1,CDC6,WEE1A|WEE1hu,CDC18L|HsCDC18|HsCDC6,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
CHEK1,MTOR,CHK1,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
CHEK1,SMARCC1,CHK1,BAF155|CRACC1|Rsc8|SRG3|SWI3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
CHEK1,TUSC3,CHK1,D8S1992|M33|MRT22|MRT7|N33|OST3A,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
CHEK1,TCEA1,CHK1,GTF2S|SII|TCEA|TF2S|TFIIS,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
CHEK1,FHIT,CHK1,AP3Aase|FRA3B,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
CHEK1,USP11,CHK1,UHX1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-8776|HeLa cervical cancer cell line,synthetic lethality
IMPDH1,CHEK1,IMPD|IMPD1|LCA11|RP10|sWSS2608,CHK1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MMF|HeLa cervical cancer cell line,synthetic lethality
IMPDH1,WEE1,IMPD|IMPD1|LCA11|RP10|sWSS2608,WEE1A|WEE1hu,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MMF|HeLa cervical cancer cell line,synthetic lethality
IMPDH1,RPS11,IMPD|IMPD1|LCA11|RP10|sWSS2608,S11,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MMF|HeLa cervical cancer cell line,synthetic lethality
IMPDH1,CDC73,IMPD|IMPD1|LCA11|RP10|sWSS2608,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MMF|HeLa cervical cancer cell line,synthetic lethality
IMPDH1,SH3GL1,IMPD|IMPD1|LCA11|RP10|sWSS2608,CNSA1|EEN|SH3D2B|SH3P8,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MMF|HeLa cervical cancer cell line,synthetic lethality
PARP1,BRCA2,ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: Olaparib|HeLa cervical cancer cell line,synthetic lethality
PARP1,BRCA1,ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1,BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: Olaparib|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,TUSC3,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,D8S1992|M33|MRT22|MRT7|N33|OST3A,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,MTOR,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,TTN,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,FH,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,HLRCC|LRCC|MCL|MCUL1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,ING5,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,p28ING5,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,BLM,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,BS|RECQ2|RECQL2|RECQL3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD0325901|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,ATAD5,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,C17orf41|ELG1|FRAG1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD98059|HeLa cervical cancer cell line,synthetic lethality
MAP2K1,STK11,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,LKB1|PJS|hLKB1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: PD98059|HeLa cervical cancer cell line,synthetic lethality
CDC7,BRD4,CDC7L1|HsCDC7|Hsk1|huCDC7,CAP|HUNK1|HUNKI|MCAP,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
CDC7,RPS11,CDC7L1|HsCDC7|Hsk1|huCDC7,S11,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
CDC7,ING5,CDC7L1|HsCDC7|Hsk1|huCDC7,p28ING5,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
CDK9,BRD4,C-2k|CDC2L4|CTK1|PITALRE|TAK,CAP|HUNK1|HUNKI|MCAP,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
CDK9,RPS11,C-2k|CDC2L4|CTK1|PITALRE|TAK,S11,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
CDK9,ING5,C-2k|CDC2L4|CTK1|PITALRE|TAK,p28ING5,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: CDC7,CDK9 double mutant|Drug: PHA-767491|HeLa cervical cancer cell line",synthetic lethality
MAPK1,FH,ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,HLRCC|LRCC|MCL|MCUL1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: SCH772984|HeLa cervical cancer cell line,synthetic lethality
MAPK1,TTN,ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: SCH772984|HeLa cervical cancer cell line,synthetic lethality
MAPK1,MTOR,ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: SCH772984|HeLa cervical cancer cell line,synthetic lethality
MAPK1,RPS11,ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,S11,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: SCH772984|HeLa cervical cancer cell line,synthetic lethality
RABGGTB,XRCC3,GGTB,CMM6,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
RABGGTB,ATAD5,GGTB,C17orf41|ELG1|FRAG1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
RABGGTB,BLM,GGTB,BS|RECQ2|RECQL2|RECQL3,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
RABGGTB,MTOR,GGTB,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
RABGGTB,RPS19,GGTB,DBA|DBA1|S19,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
FNTA,XRCC3,FPTA|PGGT1A|PTAR2,CMM6,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
FNTA,ATAD5,FPTA|PGGT1A|PTAR2,C17orf41|ELG1|FRAG1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
FNTA,BLM,FPTA|PGGT1A|PTAR2,BS|RECQ2|RECQL2|RECQL3,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
FNTA,MTOR,FPTA|PGGT1A|PTAR2,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
FNTA,RPS19,FPTA|PGGT1A|PTAR2,DBA|DBA1|S19,HeLa cell,Growth abnormality,"Chemo-genetic screen with siRNAs|Drug target: RABGGTB,FNTA double mutant|Drug: tipifarnib|HeLa cervical cancer cell line",synthetic lethality
TUBA1A,TUSC3,B-ALPHA-1|LIS3|TUBA3,D8S1992|M33|MRT22|MRT7|N33|OST3A,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,CDC73,B-ALPHA-1|LIS3|TUBA3,C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,ATAD5,B-ALPHA-1|LIS3|TUBA3,C17orf41|ELG1|FRAG1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,CHEK1,B-ALPHA-1|LIS3|TUBA3,CHK1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,LLGL1,B-ALPHA-1|LIS3|TUBA3,DLG4|HUGL|HUGL-1|HUGL1|LLGL,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,ING4,B-ALPHA-1|LIS3|TUBA3,p29ING4,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,ING5,B-ALPHA-1|LIS3|TUBA3,p28ING5,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,WRN,B-ALPHA-1|LIS3|TUBA3,RECQ3|RECQL2|RECQL3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,BLM,B-ALPHA-1|LIS3|TUBA3,BS|RECQ2|RECQL2|RECQL3,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,XRCC3,B-ALPHA-1|LIS3|TUBA3,CMM6,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,RB1,B-ALPHA-1|LIS3|TUBA3,OSRC|PPP1R130|RB|p105-Rb|pRb|pp110,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,YWHAZ,B-ALPHA-1|LIS3|TUBA3,14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,WEE1,B-ALPHA-1|LIS3|TUBA3,WEE1A|WEE1hu,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,RPL11,B-ALPHA-1|LIS3|TUBA3,DBA7|GIG34|L11,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,TTN,B-ALPHA-1|LIS3|TUBA3,CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,PHB2,B-ALPHA-1|LIS3|TUBA3,BAP|BCAP37|Bap37|PNAS-141|REA|p22,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,CDC14A,B-ALPHA-1|LIS3|TUBA3,cdc14|hCDC14,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,MTOR,B-ALPHA-1|LIS3|TUBA3,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
TUBA1A,CHEK2,B-ALPHA-1|LIS3|TUBA3,CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: vinorelbine|HeLa cervical cancer cell line,synthetic lethality
WEE1,MTOR,WEE1A|WEE1hu,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,HeLa cell,Growth abnormality,Chemo-genetic screen with siRNAs|Drug: MK-1775|HeLa cervical cancer cell line,synthetic lethality
BRAF,MAP2K1,B-RAF1|BRAF1|NS7|RAFB1,CFC3|MAPKK1|MEK1|MKK1|PRKMK1,A-375 cell,viability|Growth abnormality,5% FDR|CRISPR-Cas9 library genetic interaction screen|GIST: A-phenotypic negative genetic interaction|TKO (Toronto KnockOut) library,synthetic lethality
CSK,SLC3A2,-,4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RGSL1,-,RGSL|RGSL2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NUPL1,-,PRO2463,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CEP290,-,3H11Ag|BBS14|CT87|JBTS5|LCA10|MKS4|NPHP6|POC3|SLSN6|rd16,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DDX60,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ARHGAP10,-,GRAF2|PS-GAP|PSGAP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ATP11B,-,ATPIF|ATPIR,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ARL14,-,ARF7,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PAH,-,PH|PKU|PKU1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PLCZ1,-,NYD-SP27|PLC-zeta-1|PLCzeta,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZNF224,-,BMZF-2|BMZF2|KOX22|ZNF255|ZNF27,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NME7,-,CFAP67|MN23H7|NDK 7|NDK7|nm23-H7,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MICU1,-,CALC|CBARA1|EFHA3|MPXPS,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GIPC2,-,SEMCAP-2|SEMCAP2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
